HCP_ID,HCP_Name,Province,Specialty,Facility_ID,HCP_Type,Practice_Setting,Years_in_Practice
HCP_1005,Mohammed Parisian,Ontario,Pediatrics,FAC_ON_PRIV_002,Physician,Private Practice,11
HCP_1006,Arjun Malhotra,Ontario,Pediatrics,FAC_ON_CLIN_005,Physician,Community Clinic,21
HCP_1007,Earle Rice,Ontario,Pediatrics,FAC_ON_PRIV_020,Physician,Private Practice,35
HCP_1008,Shawnee Zieme,Ontario,Pediatrics,FAC_ON_CLIN_017,Physician,Community Clinic,1
HCP_1009,Joan Trantow,Ontario,Pediatrics,FAC_ON_PRIV_006,Physician,Private Practice,34
HCP_1010,Alecia Welch,Ontario,Pediatrics,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,30
HCP_1011,Buford Toy,Ontario,Pediatrics,FAC_ON_CLIN_019,Physician,Community Clinic,19
HCP_1012,Graham Volkman,Ontario,Pediatrics,FAC_ON_PRIV_022,Physician,Private Practice,22
HCP_1013,Michell Friesen,Ontario,Pediatrics,FAC_ON_HOSP_022,Physician,Hospital,13
HCP_1014,Gale Jacobi,Ontario,Pediatrics,FAC_ON_PRIV_011,Physician,Private Practice,5
HCP_1015,Alecia Welch,Ontario,Pediatrics,FAC_ON_CLIN_015,Physician,Community Clinic,21
HCP_1016,Albertina Skiles,Ontario,Pediatrics,FAC_ON_CLIN_011,Physician,Community Clinic,29
HCP_1017,Victor Fadel,Ontario,Pediatrics,FAC_ON_PRIV_020,Physician,Private Practice,9
HCP_1018,Conchita Tejada,Ontario,Pediatrics,FAC_ON_HOSP_008,Physician,Hospital,26
HCP_1019,Tiana Blick,Ontario,Pediatrics,FAC_ON_PRIV_004,Physician,Private Practice,27
HCP_1020,Brittani Satterfield,Ontario,Pediatrics,FAC_ON_PRIV_004,Physician,Private Practice,27
HCP_1021,Devora Sipes,Ontario,Pediatrics,FAC_ON_CLIN_005,Physician,Community Clinic,12
HCP_1022,Benton Becker,Ontario,Pediatrics,FAC_ON_HOSP_020,Physician,Hospital,14
HCP_1023,Marla Sanford,Ontario,Pediatrics,FAC_ON_CLIN_001,Physician,Community Clinic,15
HCP_1024,Anika Wisozk,Ontario,Pediatrics,FAC_ON_HOSP_024,Physician,Hospital,30
HCP_1025,Ines Weber,Ontario,Pediatrics,FAC_ON_CLIN_014,Physician,Community Clinic,32
HCP_1026,Devora Sipes,Ontario,Pediatrics,FAC_ON_PRIV_018,Physician,Private Practice,15
HCP_1027,Jesus Quiroz,Ontario,Pediatrics,FAC_ON_HOSP_013,Physician,Hospital,34
HCP_1028,Reggie Mitchell,Ontario,Pediatrics,FAC_ON_PRIV_019,Physician,Private Practice,20
HCP_1029,Haley Effertz,Ontario,Pediatrics,FAC_ON_HOSP_003,Physician,Hospital,14
HCP_1030,Felton Glover,Ontario,Pediatrics,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,1
HCP_1031,Noriko Anderson,Ontario,Pediatrics,FAC_ON_PRIV_012,Physician,Private Practice,22
HCP_1032,Vertie Towne,Ontario,Pediatrics,FAC_ON_CLIN_016,Physician,Community Clinic,23
HCP_1033,Kathe O'Conner,Ontario,Pediatrics,FAC_ON_PRIV_001,Physician,Private Practice,34
HCP_1034,Gale Jacobi,Ontario,Pediatrics,FAC_ON_HOSP_010,Physician,Hospital,26
HCP_1035,Mari Reynolds,Ontario,Pediatrics,FAC_ON_HOSP_011,Physician,Hospital,2
HCP_1036,Homero Zúñiga,Ontario,Pediatrics,FAC_ON_ACAD_023,Physician,Academic/Teaching Hospital,20
HCP_1037,Carla Koss,Ontario,Pediatrics,FAC_ON_ACAD_013,Physician,Academic/Teaching Hospital,26
HCP_1038,Patricia Salgado,Ontario,Pediatrics,FAC_ON_HOSP_025,Physician,Hospital,18
HCP_1039,Lavinia Douglas,Ontario,Pediatrics,FAC_ON_CLIN_017,Physician,Community Clinic,16
HCP_1040,Parker Grady,Ontario,Pediatrics,FAC_ON_HOSP_025,Physician,Hospital,29
HCP_1041,Palma Morar,Ontario,Pediatrics,FAC_ON_CLIN_021,Physician,Community Clinic,22
HCP_1042,Toi Kulas,Ontario,Pediatrics,FAC_ON_CLIN_011,Physician,Community Clinic,24
HCP_1043,Caroyln Hyatt,Ontario,Pediatrics,FAC_ON_CLIN_019,Physician,Community Clinic,17
HCP_1044,Pamala Collier,Ontario,Pediatrics,FAC_ON_PRIV_021,Physician,Private Practice,10
HCP_1045,Kathlyn Borer,Ontario,Pediatrics,FAC_ON_HOSP_015,Physician,Hospital,19
HCP_1046,Lonna Dietrich,Ontario,Pediatrics,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,34
HCP_1047,Geraldo Kiehn,Ontario,Pediatrics,FAC_ON_PRIV_009,Physician,Private Practice,22
HCP_1048,Alexander Koch,Ontario,Pediatrics,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,25
HCP_1049,Kurtis Schulist,Ontario,Pediatrics,FAC_ON_HOSP_025,Physician,Hospital,5
HCP_1050,Myong Heidenreich,Ontario,Pediatrics,FAC_ON_PRIV_021,Physician,Private Practice,35
HCP_1051,Britta Stokes,Ontario,Pediatrics,FAC_ON_ACAD_010,Physician,Academic/Teaching Hospital,9
HCP_1052,Sharen McGlynn,Ontario,Pediatrics,FAC_ON_HOSP_012,Physician,Hospital,34
HCP_1053,Tu Witting,Ontario,Pediatrics,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,16
HCP_1054,Mika Suzuki,Ontario,Pediatrics,FAC_ON_CLIN_016,Physician,Community Clinic,33
HCP_1055,Jesus Quiroz,Ontario,Pediatrics,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,32
HCP_1056,Sibusiso Ndlovu,Ontario,Pediatrics,FAC_ON_CLIN_007,Physician,Community Clinic,27
HCP_1057,Ezequiel Hoeger,Ontario,Pediatrics,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,33
HCP_1058,Crissy O'Connell,Ontario,Pediatrics,FAC_ON_HOSP_011,Physician,Hospital,22
HCP_1059,Jere Waelchi,Ontario,Pediatrics,FAC_ON_CLIN_019,Physician,Community Clinic,30
HCP_1060,Armida Huel,Ontario,Pediatrics,FAC_ON_CLIN_002,Physician,Community Clinic,7
HCP_1061,Crissy O'Connell,Ontario,Pediatrics,FAC_ON_HOSP_022,Physician,Hospital,3
HCP_1062,Dotty Considine,Ontario,Pediatrics,FAC_ON_CLIN_014,Physician,Community Clinic,20
HCP_1063,Pamelia Harber,Ontario,Pediatrics,FAC_ON_CLIN_021,Physician,Community Clinic,29
HCP_1064,Palma Morar,Ontario,Pediatrics,FAC_ON_HOSP_018,Physician,Hospital,27
HCP_1065,Lavera Flatley,Ontario,Pediatrics,FAC_ON_PRIV_020,Physician,Private Practice,19
HCP_1066,Bart Jenkins,Ontario,Pediatrics,FAC_ON_PRIV_019,Physician,Private Practice,19
HCP_1067,Kavita Rao,Ontario,Pediatrics,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,22
HCP_1068,Darcey Miller,Ontario,Pediatrics,FAC_ON_PRIV_016,Physician,Private Practice,31
HCP_1069,Felton Glover,Ontario,Pediatrics,FAC_ON_HOSP_014,Physician,Hospital,30
HCP_1070,Gaynell Streich,Ontario,Pediatrics,FAC_ON_HOSP_012,Physician,Hospital,4
HCP_1071,Louvenia Botsford,Ontario,Pediatrics,FAC_ON_CLIN_015,Physician,Community Clinic,21
HCP_1072,Lucio Robel,Ontario,Pediatrics,FAC_ON_CLIN_021,Physician,Community Clinic,14
HCP_1073,Elton VonRueden,Ontario,Pediatrics,FAC_ON_HOSP_019,Physician,Hospital,28
HCP_1074,Buster Ferry,Ontario,Pediatrics,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,18
HCP_1075,Corrina Pacocha,Ontario,Pediatrics,FAC_ON_PRIV_015,Physician,Private Practice,35
HCP_1076,Edie Howell,Ontario,Pediatrics,FAC_ON_PRIV_012,Physician,Private Practice,16
HCP_1077,Moses Schmitt,Ontario,Pediatrics,FAC_ON_HOSP_020,Physician,Hospital,24
HCP_1078,Edie Howell,Ontario,Pediatrics,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,4
HCP_1079,Caroyln Hyatt,Ontario,Pediatrics,FAC_ON_HOSP_013,Physician,Hospital,33
HCP_1080,Brandon Gerhold,Ontario,Pediatrics,FAC_ON_CLIN_002,Physician,Community Clinic,6
HCP_1081,Priya Nair,Ontario,Pediatrics,FAC_ON_CLIN_012,Physician,Community Clinic,14
HCP_1082,Lerato Molefe,Ontario,Pediatrics,FAC_ON_ACAD_024,Physician,Academic/Teaching Hospital,30
HCP_1083,Kenji Yamamoto,Ontario,Pediatrics,FAC_ON_CLIN_018,Physician,Community Clinic,34
HCP_1084,Rory Kuvalis,Ontario,Pediatrics,FAC_ON_HOSP_001,Physician,Hospital,17
HCP_1085,Luke Rath,Ontario,Pediatrics,FAC_ON_CLIN_015,Physician,Community Clinic,17
HCP_1086,Albertina Skiles,Ontario,Pediatrics,FAC_ON_CLIN_020,Physician,Community Clinic,2
HCP_1087,Graham Volkman,Ontario,Pediatrics,FAC_ON_HOSP_003,Physician,Hospital,35
HCP_1088,Lerato Molefe,Ontario,Pediatrics,FAC_ON_HOSP_004,Physician,Hospital,1
HCP_1089,Mickie Greenholt,Ontario,Pediatrics,FAC_ON_HOSP_013,Physician,Hospital,1
HCP_1090,Clint Goldner,Ontario,Pediatrics,FAC_ON_CLIN_011,Physician,Community Clinic,17
HCP_1091,Shawnee Zieme,Ontario,Pediatrics,FAC_ON_CLIN_016,Physician,Community Clinic,1
HCP_1092,Ezequiel Hoeger,Ontario,Pediatrics,FAC_ON_CLIN_010,Physician,Community Clinic,6
HCP_1093,Anika Wisozk,Ontario,Pediatrics,FAC_ON_PRIV_001,Physician,Private Practice,22
HCP_1094,Mac Stroman,Ontario,Pediatrics,FAC_ON_HOSP_016,Physician,Hospital,25
HCP_1095,Anton Gibson,Ontario,Pediatrics,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,11
HCP_1096,Gertrudis Schaden,Ontario,Pediatrics,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,28
HCP_1097,Brandon Gerhold,Ontario,Pediatrics,FAC_ON_HOSP_021,Physician,Hospital,22
HCP_1098,Elton VonRueden,Ontario,Pediatrics,FAC_ON_CLIN_020,Physician,Community Clinic,8
HCP_1099,Tiana Blick,Ontario,Pediatrics,FAC_ON_HOSP_007,Physician,Hospital,25
HCP_1100,Carmelina Wisozk,Ontario,Pediatrics,FAC_ON_CLIN_003,Physician,Community Clinic,21
HCP_1101,Elvis Hartmann,Ontario,Dermatology,FAC_ON_CLIN_006,Physician,Community Clinic,29
HCP_1102,Don Denesik,Ontario,Dermatology,FAC_ON_HOSP_021,Physician,Hospital,6
HCP_1103,Priya Nair,Ontario,Dermatology,FAC_ON_HOSP_018,Physician,Hospital,9
HCP_1104,Lonna Dietrich,Ontario,Dermatology,FAC_ON_CLIN_003,Physician,Community Clinic,11
HCP_1105,So Legros,Ontario,Dermatology,FAC_ON_PRIV_009,Physician,Private Practice,12
HCP_1106,Kasi Hickle,Ontario,Dermatology,FAC_ON_CLIN_016,Physician,Community Clinic,32
HCP_1107,Michell Friesen,Ontario,Dermatology,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,26
HCP_1108,Drew Kohler,Ontario,Dermatology,FAC_ON_CLIN_006,Physician,Community Clinic,20
HCP_1109,Rahul Menon,Ontario,Dermatology,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,19
HCP_1110,Colby Schowalter,Ontario,Dermatology,FAC_ON_HOSP_002,Physician,Hospital,32
HCP_1111,Roxanna Crist,Ontario,Dermatology,FAC_ON_PRIV_017,Physician,Private Practice,16
HCP_1112,Florinda Schimmel,Ontario,Dermatology,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,8
HCP_1113,Rivka Sanford,Ontario,Dermatology,FAC_ON_HOSP_010,Physician,Hospital,5
HCP_1114,Ferne Hudson,Ontario,Dermatology,FAC_ON_ACAD_020,Physician,Academic/Teaching Hospital,12
HCP_1115,Rivka Sanford,Ontario,Dermatology,FAC_ON_CLIN_007,Physician,Community Clinic,23
HCP_1116,Zaida Treutel,Ontario,Dermatology,FAC_ON_CLIN_019,Physician,Community Clinic,17
HCP_1117,Sibusiso Ndlovu,Ontario,Dermatology,FAC_ON_PRIV_018,Physician,Private Practice,15
HCP_1118,Brendon Bailey,Ontario,Dermatology,FAC_ON_PRIV_013,Physician,Private Practice,17
HCP_1119,Della Steuber,Ontario,Dermatology,FAC_ON_HOSP_008,Physician,Hospital,35
HCP_1120,Zaida Treutel,Ontario,General Surgery,FAC_ON_ACAD_021,Physician,Academic/Teaching Hospital,35
HCP_1121,Patricia Salgado,Ontario,General Surgery,FAC_ON_PRIV_016,Physician,Private Practice,6
HCP_1122,Malinda Cassin,Ontario,General Surgery,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,5
HCP_1123,Buford Toy,Ontario,General Surgery,FAC_ON_CLIN_008,Physician,Community Clinic,9
HCP_1124,Michell Friesen,Ontario,General Surgery,FAC_ON_PRIV_001,Physician,Private Practice,30
HCP_1125,Albertina Skiles,Ontario,General Surgery,FAC_ON_CLIN_004,Physician,Community Clinic,17
HCP_1126,Anika Wisozk,Ontario,General Surgery,FAC_ON_ACAD_004,Physician,Academic/Teaching Hospital,31
HCP_1127,Toi Kulas,Ontario,General Surgery,FAC_ON_ACAD_023,Physician,Academic/Teaching Hospital,23
HCP_1128,Joleen Oberbrunner,Ontario,General Surgery,FAC_ON_ACAD_024,Physician,Academic/Teaching Hospital,20
HCP_1129,Rory Kuvalis,Ontario,General Surgery,FAC_ON_PRIV_011,Physician,Private Practice,10
HCP_1130,Mickie Greenholt,Ontario,General Surgery,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,13
HCP_1131,Adela Chapa,Ontario,General Surgery,FAC_ON_CLIN_001,Physician,Community Clinic,6
HCP_1132,Gemma Effertz,Ontario,General Surgery,FAC_ON_CLIN_005,Physician,Community Clinic,19
HCP_1133,Cathi Gulgowski,Ontario,General Surgery,FAC_ON_ACAD_003,Physician,Academic/Teaching Hospital,10
HCP_1134,Edmundo Bauch,Ontario,General Surgery,FAC_ON_HOSP_024,Physician,Hospital,11
HCP_1135,Michel Reichel,Ontario,General Surgery,FAC_ON_PRIV_012,Physician,Private Practice,2
HCP_1136,Devora Sipes,Ontario,General Surgery,FAC_ON_HOSP_024,Physician,Hospital,28
HCP_1137,Alfred Weber,Ontario,General Surgery,FAC_ON_PRIV_020,Physician,Private Practice,33
HCP_1138,Sharen McGlynn,Ontario,General Surgery,FAC_ON_CLIN_021,Physician,Community Clinic,18
HCP_1139,Homero Zúñiga,Ontario,General Surgery,FAC_ON_CLIN_013,Physician,Community Clinic,19
HCP_1140,Latashia Glover,Ontario,General Surgery,FAC_ON_CLIN_022,Physician,Community Clinic,33
HCP_1141,Mariano West,Ontario,General Surgery,FAC_ON_CLIN_005,Physician,Community Clinic,18
HCP_1142,Juan Connelly,Ontario,General Surgery,FAC_ON_CLIN_008,Physician,Community Clinic,22
HCP_1143,Vivek Iyer,Ontario,General Surgery,FAC_ON_CLIN_004,Physician,Community Clinic,15
HCP_1144,Anika Wisozk,Ontario,General Surgery,FAC_ON_PRIV_007,Physician,Private Practice,19
HCP_1145,Felton Glover,Ontario,General Surgery,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,19
HCP_1146,Abdul Volkman,Ontario,General Surgery,FAC_ON_PRIV_006,Physician,Private Practice,25
HCP_1147,Buddy Schinner,Ontario,General Surgery,FAC_ON_PRIV_008,Physician,Private Practice,22
HCP_1148,Alaine Gusikowski,Ontario,General Surgery,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,18
HCP_1149,Dotty Considine,Ontario,General Surgery,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,3
HCP_1150,Earle Rice,Ontario,General Surgery,FAC_ON_HOSP_022,Physician,Hospital,32
HCP_1151,Pamala Collier,Ontario,General Surgery,FAC_ON_PRIV_004,Physician,Private Practice,32
HCP_1152,Shawnee Zieme,Ontario,General Surgery,FAC_ON_HOSP_014,Physician,Hospital,7
HCP_1153,Maribel Reilly,Ontario,General Surgery,FAC_ON_HOSP_013,Physician,Hospital,11
HCP_1154,Ananya Mehta,Ontario,General Surgery,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,35
HCP_1155,Myrl Eichmann,Ontario,General Surgery,FAC_ON_HOSP_009,Physician,Hospital,12
HCP_1156,Brendon Bailey,Ontario,General Surgery,FAC_ON_ACAD_016,Physician,Academic/Teaching Hospital,29
HCP_1157,Myong Heidenreich,Ontario,General Surgery,FAC_ON_ACAD_007,Physician,Academic/Teaching Hospital,28
HCP_1158,Earle Rice,Ontario,General Surgery,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,31
HCP_1159,Victor Fadel,Ontario,General Surgery,FAC_ON_PRIV_013,Physician,Private Practice,1
HCP_1160,Ofelia Skiles,Ontario,General Surgery,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,17
HCP_1161,Willie Kessler,Ontario,General Surgery,FAC_ON_HOSP_021,Physician,Hospital,20
HCP_1162,Tu Witting,Ontario,General Surgery,FAC_ON_ACAD_021,Physician,Academic/Teaching Hospital,30
HCP_1163,Carroll McClure,Ontario,General Surgery,FAC_ON_HOSP_003,Physician,Hospital,8
HCP_1164,Kimberely Beatty,Ontario,General Surgery,FAC_ON_CLIN_009,Physician,Community Clinic,11
HCP_1165,Blanca Feliciano,Ontario,General Surgery,FAC_ON_HOSP_008,Physician,Hospital,7
HCP_1166,Vern Powlowski,Ontario,General Surgery,FAC_ON_CLIN_013,Physician,Community Clinic,27
HCP_1167,Phillip McCullough,Ontario,General Surgery,FAC_ON_PRIV_015,Physician,Private Practice,35
HCP_1168,Norbert Murphy,Ontario,General Surgery,FAC_ON_CLIN_018,Physician,Community Clinic,5
HCP_1169,Ayanda Mthembu,Ontario,General Surgery,FAC_ON_ACAD_023,Physician,Academic/Teaching Hospital,9
HCP_1170,Priya Nair,Ontario,General Surgery,FAC_ON_PRIV_018,Physician,Private Practice,11
HCP_1171,Darrel Lang,Ontario,General Surgery,FAC_ON_PRIV_022,Physician,Private Practice,32
HCP_1172,Darrel Lang,Ontario,General Surgery,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,16
HCP_1173,Mac Stroman,Ontario,General Surgery,FAC_ON_CLIN_009,Physician,Community Clinic,10
HCP_1174,Sanford Gottlieb,Ontario,General Surgery,FAC_ON_CLIN_017,Physician,Community Clinic,12
HCP_1175,Gaynell Streich,Ontario,General Surgery,FAC_ON_ACAD_022,Physician,Academic/Teaching Hospital,21
HCP_1176,Juan Connelly,Ontario,General Surgery,FAC_ON_PRIV_002,Physician,Private Practice,14
HCP_1177,Gale Jacobi,Ontario,General Surgery,FAC_ON_PRIV_006,Physician,Private Practice,5
HCP_1178,Shaunte Bergstrom,Ontario,General Surgery,FAC_ON_CLIN_014,Physician,Community Clinic,29
HCP_1179,Kent Morar,Ontario,Urology,FAC_ON_HOSP_004,Physician,Hospital,15
HCP_1180,Phillip McCullough,Ontario,Urology,FAC_ON_HOSP_013,Physician,Hospital,9
HCP_1181,Lucienne Hudson,Ontario,Urology,FAC_ON_HOSP_008,Physician,Hospital,26
HCP_1182,Kavita Rao,Ontario,Urology,FAC_ON_HOSP_006,Physician,Hospital,27
HCP_1183,Rosalba Greenfelder,Ontario,Urology,FAC_ON_PRIV_007,Physician,Private Practice,6
HCP_1184,Ezequiel Hoeger,Ontario,Urology,FAC_ON_HOSP_010,Physician,Hospital,3
HCP_1185,Jeanelle Wyman,Ontario,Urology,FAC_ON_PRIV_006,Physician,Private Practice,2
HCP_1186,So Legros,Ontario,Urology,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,27
HCP_1187,Pamelia Harber,Ontario,Urology,FAC_ON_ACAD_012,Physician,Academic/Teaching Hospital,22
HCP_1188,Alexander Koch,Ontario,Urology,FAC_ON_CLIN_007,Physician,Community Clinic,28
HCP_1189,Haley Effertz,Ontario,Urology,FAC_ON_HOSP_023,Physician,Hospital,22
HCP_1190,Suzette Monahan,Ontario,Urology,FAC_ON_ACAD_009,Physician,Academic/Teaching Hospital,15
HCP_1191,Caroyln Hyatt,Ontario,Urology,FAC_ON_HOSP_015,Physician,Hospital,21
HCP_1192,Chere Greenfelder,Ontario,Urology,FAC_ON_PRIV_019,Physician,Private Practice,26
HCP_1193,Maile Frami,Ontario,Urology,FAC_ON_PRIV_004,Physician,Private Practice,14
HCP_1194,Palma Morar,Ontario,Urology,FAC_ON_HOSP_022,Physician,Hospital,33
HCP_1195,Buster Ferry,Ontario,Urology,FAC_ON_PRIV_001,Physician,Private Practice,32
HCP_1196,Roxanna Crist,Ontario,Urology,FAC_ON_HOSP_024,Physician,Hospital,29
HCP_1197,Moses Schmitt,Ontario,Urology,FAC_ON_HOSP_024,Physician,Hospital,35
HCP_1198,Sipho Dlamini,Ontario,Urology,FAC_ON_ACAD_024,Physician,Academic/Teaching Hospital,14
HCP_1199,Graham Volkman,Ontario,Urology,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,4
HCP_1200,Arcelia Gottlieb,Ontario,Urology,FAC_ON_CLIN_021,Physician,Community Clinic,17
HCP_1201,Mariano West,Ontario,Urology,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,27
HCP_1202,Elvis Hartmann,Ontario,Orthopedic Surgery,FAC_ON_ACAD_024,Physician,Academic/Teaching Hospital,28
HCP_1203,Naledi Khumalo,Ontario,Orthopedic Surgery,FAC_ON_ACAD_002,Physician,Academic/Teaching Hospital,14
HCP_1204,Yasmine Boehm,Ontario,Orthopedic Surgery,FAC_ON_HOSP_010,Physician,Hospital,11
HCP_1205,Mickie Greenholt,Ontario,Orthopedic Surgery,FAC_ON_CLIN_010,Physician,Community Clinic,16
HCP_1206,Carla Koss,Ontario,Orthopedic Surgery,FAC_ON_PRIV_019,Physician,Private Practice,29
HCP_1207,Blanca Feliciano,Ontario,Orthopedic Surgery,FAC_ON_ACAD_015,Physician,Academic/Teaching Hospital,3
HCP_1208,Della Steuber,Ontario,Orthopedic Surgery,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,12
HCP_1209,Homer Wiegand,Ontario,Orthopedic Surgery,FAC_ON_CLIN_004,Physician,Community Clinic,9
HCP_1210,Daichi Watanabe,Ontario,Orthopedic Surgery,FAC_ON_HOSP_023,Physician,Hospital,29
HCP_1211,Arcelia Gottlieb,Ontario,Orthopedic Surgery,FAC_ON_ACAD_017,Physician,Academic/Teaching Hospital,17
HCP_1212,Rosalind Kutch,Ontario,Orthopedic Surgery,FAC_ON_CLIN_022,Physician,Community Clinic,4
HCP_1213,Suanne Douglas,Ontario,Orthopedic Surgery,FAC_ON_CLIN_021,Physician,Community Clinic,10
HCP_1214,Marla Sanford,Ontario,Orthopedic Surgery,FAC_ON_ACAD_011,Physician,Academic/Teaching Hospital,2
HCP_1215,Benton Becker,Ontario,Orthopedic Surgery,FAC_ON_PRIV_022,Physician,Private Practice,17
HCP_1216,Brittani Satterfield,Ontario,Orthopedic Surgery,FAC_ON_CLIN_002,Physician,Community Clinic,35
HCP_1217,Britta Stokes,Ontario,Orthopedic Surgery,FAC_ON_HOSP_024,Physician,Hospital,20
HCP_1218,Joan Trantow,Ontario,Orthopedic Surgery,FAC_ON_CLIN_020,Physician,Community Clinic,31
HCP_1219,Glory Hickle,Ontario,Orthopedic Surgery,FAC_ON_ACAD_011,Physician,Academic/Teaching Hospital,26
HCP_1220,Jackeline Schmitt,Ontario,Orthopedic Surgery,FAC_ON_CLIN_021,Physician,Community Clinic,31
HCP_1221,Mickie Greenholt,Ontario,Orthopedic Surgery,FAC_ON_PRIV_005,Physician,Private Practice,11
HCP_1222,Rory Kuvalis,Ontario,Orthopedic Surgery,FAC_ON_CLIN_019,Physician,Community Clinic,34
HCP_1223,Mika Suzuki,Ontario,Orthopedic Surgery,FAC_ON_ACAD_017,Physician,Academic/Teaching Hospital,9
HCP_1224,Alia Adams,Ontario,Orthopedic Surgery,FAC_ON_ACAD_019,Physician,Academic/Teaching Hospital,16
HCP_1225,Caroyln Hyatt,Ontario,Orthopedic Surgery,FAC_ON_PRIV_008,Physician,Private Practice,24
HCP_1226,Hana Kobayashi,Ontario,Orthopedic Surgery,FAC_ON_ACAD_010,Physician,Academic/Teaching Hospital,11
HCP_1227,Vern Powlowski,Ontario,Orthopedic Surgery,FAC_ON_PRIV_012,Physician,Private Practice,10
HCP_1228,Naledi Khumalo,Ontario,Orthopedic Surgery,FAC_ON_CLIN_006,Physician,Community Clinic,5
HCP_1229,Lonna Dietrich,Ontario,Orthopedic Surgery,FAC_ON_PRIV_012,Physician,Private Practice,1
HCP_1230,Homer Wiegand,Ontario,Orthopedic Surgery,FAC_ON_ACAD_025,Physician,Academic/Teaching Hospital,18
HCP_1231,Ines Weber,Ontario,Orthopedic Surgery,FAC_ON_ACAD_013,Physician,Academic/Teaching Hospital,35
HCP_1232,Joan Trantow,Ontario,Orthopedic Surgery,FAC_ON_HOSP_025,Physician,Hospital,8
HCP_1233,Hana Kobayashi,Ontario,Orthopedic Surgery,FAC_ON_PRIV_022,Physician,Private Practice,16
HCP_1234,Lavera Flatley,Ontario,Orthopedic Surgery,FAC_ON_HOSP_010,Physician,Hospital,33
HCP_1235,Joleen Oberbrunner,Ontario,Orthopedic Surgery,FAC_ON_PRIV_009,Physician,Private Practice,28
HCP_1236,Vivien Leffler,Ontario,Orthopedic Surgery,FAC_ON_PRIV_001,Physician,Private Practice,1
HCP_1237,Suzette Monahan,Ontario,Orthopedic Surgery,FAC_ON_CLIN_014,Physician,Community Clinic,18
HCP_1238,Cheree Cassin,Ontario,Orthopedic Surgery,FAC_ON_ACAD_005,Physician,Academic/Teaching Hospital,6
HCP_1239,Royce Green,Ontario,Orthopedic Surgery,FAC_ON_ACAD_001,Physician,Academic/Teaching Hospital,9
HCP_1240,Tiana Blick,Ontario,Orthopedic Surgery,FAC_ON_HOSP_006,Physician,Hospital,9
HCP_1241,Britta Stokes,Ontario,Orthopedic Surgery,FAC_ON_HOSP_016,Physician,Hospital,22
HCP_1242,Carlos Bins,Ontario,Orthopedic Surgery,FAC_ON_HOSP_025,Physician,Hospital,7
HCP_1243,Daichi Watanabe,Ontario,Orthopedic Surgery,FAC_ON_ACAD_006,Physician,Academic/Teaching Hospital,9
HCP_1244,Zaida Treutel,Ontario,Orthopedic Surgery,FAC_ON_PRIV_010,Physician,Private Practice,8
HCP_1245,Karisa Stiedemann,Ontario,Orthopedic Surgery,FAC_ON_PRIV_013,Physician,Private Practice,13
HCP_1246,Naledi Khumalo,Ontario,Orthopedic Surgery,FAC_ON_ACAD_018,Physician,Academic/Teaching Hospital,23
HCP_1247,Noe Gutkowski,Ontario,Orthopedic Surgery,FAC_ON_ACAD_014,Physician,Academic/Teaching Hospital,14
HCP_1248,Corrina Pacocha,Ontario,Orthopedic Surgery,FAC_ON_HOSP_024,Physician,Hospital,12
HCP_1249,Sergio Dooley,Ontario,Ophthalmology,FAC_ON_HOSP_015,Physician,Hospital,19
HCP_1250,Thandi Mokoena,Ontario,Ophthalmology,FAC_ON_CLIN_012,Physician,Community Clinic,22
HCP_1251,Geraldo Kiehn,Ontario,Ophthalmology,FAC_ON_CLIN_014,Physician,Community Clinic,1
HCP_1252,Deloris Zemlak,Ontario,Ophthalmology,FAC_ON_PRIV_012,Physician,Private Practice,32
HCP_1253,Benton Becker,Ontario,Ophthalmology,FAC_ON_HOSP_004,Physician,Hospital,33
